               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 127,            0.044489,            0.037472,                   0,             0.61143,              0.6875,              0.6835,              0.3148,            0.048102,            0.027618,                   0,            0.003763,            0.003763,            0.003763
                 128,            0.043453,            0.034567,                   0,             0.59625,             0.68182,             0.67727,              0.2964,            0.049066,            0.027256,                   0,           0.0037135,           0.0037135,           0.0037135
                 129,             0.04301,            0.035753,                   0,             0.66593,              0.6456,             0.71222,             0.33147,            0.047441,            0.027122,                   0,            0.003664,            0.003664,            0.003664
                 130,            0.042556,            0.035632,                   0,             0.61838,             0.64205,             0.66738,              0.3082,             0.04851,            0.027943,                   0,           0.0036145,           0.0036145,           0.0036145
                 131,            0.042419,            0.034734,                   0,             0.64904,             0.61932,             0.68757,              0.3261,            0.047837,             0.02779,                   0,            0.003565,            0.003565,            0.003565
                 132,            0.042853,            0.035049,                   0,             0.70551,             0.63636,             0.71878,             0.35774,            0.047059,            0.027946,                   0,           0.0035155,           0.0035155,           0.0035155
                 133,             0.04309,             0.03518,                   0,             0.67276,             0.63636,             0.67429,             0.32997,            0.047901,            0.029613,                   0,            0.003466,            0.003466,            0.003466
                 134,            0.042692,             0.03575,                   0,             0.69629,             0.65131,             0.68533,             0.35074,            0.047023,            0.028709,                   0,           0.0034165,           0.0034165,           0.0034165
                 135,            0.042683,            0.035688,                   0,             0.69379,             0.64205,             0.69686,             0.35416,            0.046638,            0.028244,                   0,            0.003367,            0.003367,            0.003367
                 136,             0.04255,            0.035331,                   0,             0.71775,             0.66462,             0.71257,             0.35935,            0.046451,            0.028385,                   0,           0.0033175,           0.0033175,           0.0033175
                 137,            0.042661,            0.036339,                   0,             0.69419,              0.6707,             0.72753,             0.38541,            0.045443,            0.027988,                   0,            0.003268,            0.003268,            0.003268
